,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Algebra Linear,NOTA Analise Combinatória,NOTA Cálculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algoritmos,NOTA Algorítmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens formais, autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
411,Mestrado/Doutorado,Teoria da Computação\Análise de Algoritmos e Complexidade de Computação_x000D_\Otimização,47101164635-3,"1,046E+11",1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,33.0
412,Mestrado/Doutorado,Geometria Computacional,47101173623-4,"1,012E+11",1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,27.0
413,Autoavaliação,,47102177302-5,"1,014E+11",2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,31.0
414,Autoavaliação,,47102147613-9,"1,036E+11",2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,32.0
415,Mestrado/Doutorado,Otimização,47101171674-2,"1,036E+11",1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,29.0
416,Mestrado/Doutorado,Metodologia da Computação,47101176812-0,"1,032E+11",0.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,40.0
417,Mestrado/Doutorado,Inteligência Computacional,47101175025-3,"1,036E+11",1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,21.0
418,Mestrado/Doutorado,"Engenharia de software, Gerenciamento de Informações e Interfaces Homem-Computador",47101170500-1,"1,012E+11",0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,33.0
419,Mestrado/Doutorado,Redes e Sistemas Distribuidos,47101172643-4,"1,016E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
420,Mestrado/Doutorado,Teoria,47101161625-6,"1,016E+11",2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,42.0
421,Mestrado/Doutorado,Segurança Computacional,47101147578-7,"1,013E+11",0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,29.0
422,Mestrado/Doutorado,Sistemas e Tecnologias da Computação,47101148293-8,"1,025E+11",1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,31.0
423,Mestrado/Doutorado,Computação Paralela e Distribuída,47101153827-8,"1,007E+11",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,20.0
424,Mestrado/Doutorado,Computação de Alto Desempenho,47101173942-2,"1,036E+11",1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,20.0
425,Mestrado/Doutorado,Engenharia de Sistema e Computação,47101146119-2,"1,053E+11",0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,28.0
426,Mestrado/Doutorado,Ciência de Dados e Engenharia de Software,47101175690-4,"1,002E+11",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,25.0
427,Mestrado/Doutorado,Processamento Gráfico,47101171859-0,"1,018E+11",2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,38.0
428,Mestrado/Doutorado,Sistemas Computacionais Complexos,47101173877-0,"1,053E+11",2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,29.0
429,Mestrado/Doutorado,Tecnologia da Informação,47101149425-1,"1,019E+11",0.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,37.0
430,Mestrado/Doutorado,Sistemas computacionais,47101174567-6,"1,016E+11",2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,27.0
431,Mestrado/Doutorado,Computação Aplicada a Biociências,47101146886-0,"1,053E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
432,Mestrado/Doutorado,Redes de Computadores,47101173715-3,"1,028E+11",0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,27.0
433,Mestrado/Doutorado,Computação Visual,47101174326-9,"1,01E+11",0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,32.0
434,Mestrado/Doutorado,Redes e Sistemas Distribuidos,47101155460-4,"1,016E+11",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,29.0
435,Mestrado/Doutorado,Sistemas Inteligentes e Lógica,47101148867-7,"1,028E+11",0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,32.0
436,Mestrado/Doutorado,Computação de Alto Desempenho,47101157665-1,"1,036E+11",0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,30.0
437,Mestrado/Doutorado,Redes e Sistemas Distribuidos,47101156106-0,"1,02E+11",0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,21.0
438,Mestrado/Doutorado,Computação Aplicada\ Sistemas de Computação,47101171380-9,"1,041E+11",0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,29.0
439,Mestrado/Doutorado,Inteligência Computacional,47101176740-7,"1,053E+11",1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,25.0
440,Mestrado/Doutorado,Sistemas de Computação,47101173791-9,"1,055E+11",2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,36.0
441,Mestrado/Doutorado,Redes de Computadores,47101173966-9,"1,015E+11",1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,28.0
442,Mestrado/Doutorado,Raciocínio Automatizado e Apoio à Decisão,47101146690-4,"1,046E+11",1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,31.0
443,Autoavaliação,,47102174845-5,"1,056E+11",2.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,34.0
444,Mestrado/Doutorado,Agentes Inteligentes e Representac?a?o do Conhecimento,47101174219-3,"1,019E+11",1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,22.0
445,Mestrado/Doutorado,Computação Visual,47101156370-1,"1,048E+11",2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,46.0
446,Autoavaliação,,47102177079-0,"1,053E+11",2.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,44.0
447,Mestrado/Doutorado,Computação Aplicada\Inteligência Computacional,47101146238-6,"1,041E+11",0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,29.0
448,Autoavaliação,,47102173731-3,"1,039E+11",0.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,32.0
449,Mestrado/Doutorado,Inteligencia Computacional,47101171756-3,"1,007E+11",1.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,34.0
450,Mestrado/Doutorado,"Banco de Dados/Computação Gráfica, Imagens e Visualização",47101172859-7,"1,027E+11",2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,32.0
451,Mestrado/Doutorado,Inteligência Computacional,47101175262-0,"1,04E+11",1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,31.0
452,Mestrado/Doutorado,"Engenharia de software, Gerenciamento de Informações e Interfaces Homem-Computador",47101146387-4,"1,029E+11",2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,31.0
453,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação/Sistemas Web e Multimídia Interativos,47101150511-9,"1,053E+11",0.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,23.0
454,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação/Sistemas Web e Multimídia Interativos,47101173627-4,"1,053E+11",2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,44.0
455,Mestrado/Doutorado,"Algoritmos, Grafos e Combinatória",47101174684-0,"1,053E+11",1.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,32.0
456,Mestrado/Doutorado,Sistema de Computação,47101149345-0,"1,05301E+11",0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,25.0
457,Mestrado/Doutorado,"Engenharia de software, Gerenciamento de Informações e Interfaces Homem-Computador",47101147988-4,"1,011E+11",2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,41.0
458,Mestrado/Doutorado,"Engenharia de software, Gerenciamento de Informações e Interfaces Homem-Computador",47101173159-2,"1,011E+11",2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,40.0
459,Mestrado/Doutorado,"Visa?o Computacional, Realidade Virtual e Aumentada",47101171252-7,"1,046E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
460,Mestrado/Doutorado,Gerenciamento de Dados e Informações,47101175725-4,"1,008E+11",1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,32.0
461,Mestrado/Doutorado,Engenharia de software e Linguagens de programação,47101173892-6,"1,038E+11",1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,28.0
462,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação/Sistemas Web e Multimídia Interativos,47101176316-3,"1,012E+11",2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,31.0
463,Mestrado/Doutorado,Inteligência Computacional,47101173890-6,"1,018E+11",0.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,31.0
464,Mestrado/Doutorado,Bancos de Dados,47101175253-2,"1,02E+11",1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,31.0
465,Mestrado/Doutorado,Inteligência Computacional,47101174656-5,"1,032E+11",0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,18.0
466,Mestrado/Doutorado,Computação Aplicada\Inteligência Computacional,47101176467-1,"1,05E+11",1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,18.0
467,Autoavaliação,,47102175697-8,"1,042E+11",1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,28.0
468,Mestrado/Doutorado,Multidisciplinar,47101174096-4,"1,054E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
469,Mestrado/Doutorado,Computação Aplicada\Inteligência Computacional,47101147777-1,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
470,Mestrado/Doutorado,FUNDAMENTOS DA COMPUTAÇÃO,47101147482-8,"1,01E+11",1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,21.0
471,Mestrado/Doutorado,Computação Aplicada\Inteligência Computacional,47101175738-2,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
472,Mestrado/Doutorado,Interface Humano Computador,47101173527-7,"1,05301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
473,Mestrado/Doutorado,Sistemas de Informação,47101173863-1,"1,019E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
474,Mestrado/Doutorado,Sistema de Computação,47101175800-5,"1,042E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
475,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,47101162281-2,"1,011E+11",1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,26.0
476,Mestrado/Doutorado,Engenharia de Software,47101177291-8,"1,055E+11",0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,26.0
477,Mestrado/Doutorado,Projeto de Sistemas Eletrônicos e Computacionais,47101147131-5,"1,04E+11",0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,30.0
478,Mestrado/Doutorado,Sistemas embarcados,47101164231-4,"1,007E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
479,Mestrado/Doutorado,Visão Computacional e Robótica,47101157207-3,"1,03E+11",0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0
480,Autoavaliação,,47102172323-0,"1,05301E+11",3.0,3.0,0.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,41.0
481,Mestrado/Doutorado,Otimização,47101160974-2,"1,008E+11",0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,26.0
482,Mestrado/Doutorado,"Computação Gráfica, Processamento de Imagens, Realidade Virtual e Interação Humano Computador",47101148900-5,"1,017E+11",1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,29.0
483,Mestrado/Doutorado,Engenharia de Software,47101175693-4,"1,007E+11",0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,19.0
484,Mestrado/Doutorado,Computação Paralela e Distribuída,47101159696-9,"1,018E+11",0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,26.0
485,Mestrado/Doutorado,Engenharia de Sistemas Computacionais,47101171780-8,"1,003E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
486,Mestrado/Doutorado,Banco de Dados e Imagens,47101147021-0,"1,055E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
487,Mestrado/Doutorado,Reconhecimento de Padro?es e Processamento de Sinais,47101151004-0,"1,01E+11",0.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,28.0
488,Mestrado/Doutorado,Sistemas computacionais,47101176265-7,"1,004E+11",1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,40.0
489,Mestrado/Doutorado,Computação Aplicada\Inteligência Computacional,47101172346-2,"1,006E+11",2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,27.0
490,Mestrado/Doutorado,Sistemas Distribuídos,47101171693-9,"1,011E+11",1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,25.0
491,Mestrado/Doutorado,"Análise de Dados, Descoberta de Conhecimento e Recuperação de Informação",47101168085-6,"1,008E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
492,Mestrado/Doutorado,"Algoritmos, Grafos e Combinatória",47101175294-5,"1,016E+11",0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,26.0
493,Mestrado/Doutorado,Gestão da Informação,47101154467-8,"1,007E+11",0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,27.0
494,Mestrado/Doutorado,SISTEMAS INTEGRADOS E DISTRIBUÍDOS,47101172521-0,"1,019E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
495,Mestrado/Doutorado,Inteligência Computacional,47101168662-3,"1,032E+11",1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,31.0
496,Mestrado/Doutorado,Inteligência Computacional,47101150978-7,"1,036E+11",1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,45.0
497,Mestrado/Doutorado,Sistemas de Computação\Redes de Computadores,47101166644-4,"1,04E+11",0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,31.0
498,Autoavaliação,,47102172604-5,"1,02E+11",2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,36.0
499,Mestrado/Doutorado,Inteligência Artificial,47101177319-0,"1,017E+11",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0
500,Autoavaliação,,47102172543-0,"1,056E+11",0.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,33.0
501,Mestrado/Doutorado,"SINAIS, SISTEMAS DIGITAIS E GRÁFICOS",47101148205-4,"1,023E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
502,Mestrado/Doutorado,Sistemas de Computação\Sistemas Inteligentes,47101174988-1,"1,052E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
503,Mestrado/Doutorado,Otimização e Inteligência Computacional,47101174400-0,"1,026E+11",0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,29.0
504,Mestrado/Doutorado,Engenharia de Software,47101174891-2,"1,018E+11",0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0
505,Mestrado/Doutorado,Jogos Digitais,47101159177-6,"1,012E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
506,Mestrado/Doutorado,Modelagem Computacional,47101173519-9,"1,052E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
507,Mestrado/Doutorado,SISTEMAS INTEGRADOS E DISTRIBUÍDOS,47101173813-0,"1,033E+11",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,23.0
508,Mestrado/Doutorado,Engenharia de Software,47101170151-3,"1,032E+11",1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,27.0
509,Mestrado/Doutorado,Algoritmos,47101153376-2,"1,046E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
510,Mestrado/Doutorado,Outras\Algoritmos e Combinatória,47101146662-0,"1,019E+11",0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,32.0
511,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,47101170841-6,"1,043E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,17.0
