,INSCRICAO,SEXO,CIDADE,ESTADO,CARGO,CÓDIGO,LOCAL DE PROVA,ANO
1915,39401658315-2,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
1916,39401673318-1,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
1917,39401637199-6,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
1918,39401647892-2,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
1919,39401667384-9,M,Itambacuri,MG,1-Mestrado/Doutorado,1,Vitória - ES,2016
1920,39401682926-2,M,Cascavel,PR,1-Mestrado/Doutorado,1,Cascavel - PR,2016
1921,39401664857-1,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
1922,39402640041-2,F,Florestal,MG,2-Autoavaliação,2,Belo Horizonte - MG,2016
1923,39401651358-0,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
1924,39401672311-5,M,Paracatu,MG,1-Mestrado/Doutorado,1,Brasilia - DF,2016
1925,39401672837-8,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
1926,39401684559-0,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
1927,39401670427-8,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus - AM,2016
1928,39401666300-7,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
1929,39401645247-5,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
1930,39401635328-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
1931,39401640095-0,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
1932,39401665027-5,F,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa - MG,2016
1933,39401682330-7,F,Queimados,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
1934,39401636574-2,F,Campinas,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
1935,39401657512-0,F,São Leopoldo,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
1936,39401649131-5,F,São José,SC,1-Mestrado/Doutorado,1,Curitiba - PR,2016
1937,39401638619-3,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
1938,39401637990-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
1939,39401673893-3,M,Mossoró,RN,1-Mestrado/Doutorado,1,Quixadá - CE,2016
1940,39401659349-3,M,Linhares,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
1941,39401647855-0,M,Timon,MA,1-Mestrado/Doutorado,1,Teresina - PI,2016
1942,39401656964-4,F,Coxim,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
1943,39401651878-3,M,Santo André,SP,1-Mestrado/Doutorado,1,Santo André - SP,2016
1944,39401681560-0,M,Cacimba de Areia,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
1945,39401640376-5,M,Chapecó,SC,1-Mestrado/Doutorado,1,Chapecó - SC,2016
1946,39401669814-0,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
1947,39401641508-9,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
1948,39401642762-9,M,Timon,MA,1-Mestrado/Doutorado,1,Teresina - PI,2016
1949,39401641233-1,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
1950,39401646907-0,M,Caçador,SC,1-Mestrado/Doutorado,1,Chapecó - SC,2016
1951,39402644738-0,M,Guarulhos,SP,2-Autoavaliação,2,São Paulo - SP,2016
1952,39401668785-4,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
1953,39402669398-3,M,Santa Rosa,RS,2-Autoavaliação,2,Porto Alegre - RS,2016
1954,39401636182-1,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
1955,39401644513-6,M,Dilermando de Aguiar,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
1956,39401684523-6,M,Itaperuna,RJ,1-Mestrado/Doutorado,1,Viçosa - MG,2016
1957,39401654450-7,M,Banabuiú,CE,1-Mestrado/Doutorado,1,Teresina - PI,2016
1958,39401653251-6,M,Cusco,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
1959,39402639954-8,F,Belém,PA,2-Autoavaliação,2,Belém - PA,2016
1960,39401652447-6,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus - AM,2016
1961,39401640735-1,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
1962,39401684513-8,M,Venda Nova do Imigrante,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
1963,39401671964-3,M,Rio do Sul,SC,1-Mestrado/Doutorado,1,Joinville - SC,2016
1964,39402684067-6,M,Campinas,SP,2-Autoavaliação,2,Campinas - SP,2016
1965,39401639897-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
1966,39401658852-1,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
1967,39401671923-0,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
1968,39401635813-9,M,Balsas,MA,1-Mestrado/Doutorado,1,Imperatriz - MA,2016
1969,39401670240-0,M,Ceres,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
1970,39401637980-6,M,Santa Mariana,PR,1-Mestrado/Doutorado,1,Londrina - PR,2016
1971,39401652305-6,M,Nova Andradina,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
1972,39401682553-8,F,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2016
1973,39402684983-8,F,Guarapuava,PR,2-Autoavaliação,2,Curitiba - PR,2016
1974,39401641856-1,F,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
1975,39401663729-3,M,Maceió,TO,1-Mestrado/Doutorado,1,Maceió - AL,2016
1976,39401684237-2,M,Remígio,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
1977,39401684994-2,M,Caxias,MA,1-Mestrado/Doutorado,1,Teresina - PI,2016
1978,39401649844-4,M,Laranjeiras do Sul,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
1979,39401639965-2,M,Picos,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
1980,39401642140-9,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
1981,39401664314-2,F,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
1982,39402684786-3,F,Maceió,AL,2-Autoavaliação,2,Salvador - BA,2016
1983,39401660633-5,F,Ijuí,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
1984,39401684795-8,F,Londrina,PR,1-Mestrado/Doutorado,1,Londrina - PR,2016
1985,39401658316-2,F,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
1986,39401670524-5,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
1987,39401669363-5,F,Manaus,AM,1-Mestrado/Doutorado,1,Manaus - AM,2016
1988,39401642569-4,F,Santo André,SP,1-Mestrado/Doutorado,1,Santo André - SP,2016
1989,39402666186-1,F,Barbacena,MG,2-Autoavaliação,2,Lavras - MG,2016
1990,39401645732-3,F,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
1991,39401656781-6,F,Ipatinga,MG,1-Mestrado/Doutorado,1,Viçosa - MG,2016
1992,39401659563-4,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
1993,39401656913-3,F,Santa Isabel do Pará,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
1994,39401641786-9,M,Santo André,SP,1-Mestrado/Doutorado,1,Santo André - SP,2016
1995,39401684798-8,F,Guarapuava,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
1996,39401668140-8,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2016
1997,39401683221-8,M,Itapema,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
1998,39401653626-0,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
1999,39401657943-4,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2000,39401675276-6,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2001,39401665612-0,M,Cachoeiro de Itapemirim,ES,1-Mestrado/Doutorado,1,Alegre - ES,2016
2002,39401650674-2,M,Itajaí,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2003,39401642010-7,M,Natal,RN,1-Mestrado/Doutorado,1,Natal - RN,2016
2004,39401635431-6,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus - AM,2016
2005,39401639971-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2006,39401665361-0,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2016
2007,39401670654-7,M,Passos,MG,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2016
2008,39401662012-8,M,Patos,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2009,39402663349-4,M,Lages,SC,2-Autoavaliação,2,Curitiba - PR,2016
2010,39401649314-3,M,Ponta Porã,MS,1-Mestrado/Doutorado,1,Ponta Porã - MS,2016
2011,39401654244-4,M,Bom Jesus do Itabapoana,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2012,39402684785-3,M,Goiânia,GO,2-Autoavaliação,2,Goiânia - GO,2016
2013,39401639644-4,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2014,39401669766-4,M,Icó,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2016
2015,39401682608-4,M,São José do Rio Pardo,SP,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2016
2016,39401655431-7,M,Cariacica,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2017,39401671614-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2018,39401674012-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
2019,39402684185-0,M,Juiz de Fora,MG,2-Autoavaliação,2,Juiz de Fora - MG,2016
2020,39401685130-1,M,Itacoatiara,AM,1-Mestrado/Doutorado,1,Manaus - AM,2016
2021,39401648353-0,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente - SP,2016
2022,39401660985-8,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2023,39401684881-7,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2024,39401669022-0,M,Cianorte,PR,1-Mestrado/Doutorado,1,Maringá - PR,2016
2025,39401674864-5,M,Valinhos,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
2026,39401670480-7,M,Cornélio Procópio,PR,1-Mestrado/Doutorado,1,Londrina - PR,2016
2027,39401668171-2,M,Suzano,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2028,39402683971-3,M,Curitiba,PR,2-Autoavaliação,2,Curitiba - PR,2016
2029,39401659138-0,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2030,39401682602-4,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasilia - DF,2016
2031,39401640321-4,M,Araraquara,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
2032,39401684582-5,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
2033,39401675834-7,M,Mococa,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2016
2034,39401647554-8,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
2035,39401653205-5,M,Maringá,PR,1-Mestrado/Doutorado,1,Maringá - PR,2016
2036,39401684266-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,Santo André - SP,2016
2037,39401679231-9,M,Santos Dumont,MG,1-Mestrado/Doutorado,1,Juiz de Fora - MG,2016
2038,39401652833-7,M,Santa Bárbara,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
2039,39401635933-2,M,Maringá,PR,1-Mestrado/Doutorado,1,Maringá - PR,2016
2040,39401636776-7,M,Campo Mourão,PR,1-Mestrado/Doutorado,1,Maringá - PR,2016
2041,39401664337-9,M,Alfenas,MG,1-Mestrado/Doutorado,1,Poços das Caldas - MG,2016
2042,39401655208-8,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2043,39401641211-5,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2044,39401646122-8,M,Araranguá,SC,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2045,39401682203-5,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2046,39401681721-1,M,Leme,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
2047,39401667823-6,M,Arapiraca,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2048,39401672918-9,M,Limoeiro de Anadia,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2049,39401638258-7,M,Nova Iguaçu,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2050,39401673504-8,M,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2016
2051,39401683453-7,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora - MG,2016
2052,39401671829-3,M,Belford Roxo,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro - RJ,2016
2053,39401655732-9,M,Passos,MG,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2016
2054,39402668058-2,M,Gravataí,RS,2-Autoavaliação,2,Porto Alegre - RS,2016
2055,39401635762-2,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
2056,39401646624-4,M,Patos de Minas,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
2057,39401684091-7,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2058,39401642456-9,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2059,39401665371-8,M,Esperança,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2060,39401667091-5,M,Rio Grande,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2016
2061,39402659534-3,M,Imperatriz,MA,2-Autoavaliação,2,Imperatriz - MA,2016
2062,39401666863-2,M,Rio Piracicaba,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
2063,39401641493-5,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
2064,39401683106-4,M,Picos,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2065,39401682239-0,M,São Gabriel da Cachoeira,AM,1-Mestrado/Doutorado,1,Manaus - AM,2016
2066,39401637316-5,M,Morada Nova,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
2067,39401653374-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2068,39401666540-4,M,Bagé,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2016
2069,39401642276-0,M,Ipatinga,MG,1-Mestrado/Doutorado,1,Belo Horizonte - MG,2016
2070,39401682285-0,M,Timon,MA,1-Mestrado/Doutorado,1,Teresina - PI,2016
2071,39401672054-6,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
2072,39401682511-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2073,39401663517-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2074,39401684376-2,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
2075,39402671005-2,M,Santo Anastácio,SP,2-Autoavaliação,2,Presidente Prudente - SP,2016
2076,39401665871-4,M,Olímpia,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2016
2077,39402646255-3,M,Pelotas,RS,2-Autoavaliação,2,Pelotas - RS,2016
2078,39401669378-3,M,Floriano,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2079,39401642503-5,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2080,39401640858-5,F,Floriano,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2081,39401670393-8,M,Aracati,CE,1-Mestrado/Doutorado,1,Mossoró - RN,2016
2082,39401638183-4,M,São Cristóvão,SE,1-Mestrado/Doutorado,1,Aracaju - SE,2016
2083,39401635163-9,M,Ituverava,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2016
2084,39401652650-9,M,Santo,TO,1-Mestrado/Doutorado,1,Santo André - SP,2016
2085,39401671200-3,M,Abancay,OU,1-Mestrado/Doutorado,1,Lima - PERU,2016
2086,39401673147-1,M,Rio Verde,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2087,39401675155-2,M,Dourados,MS,1-Mestrado/Doutorado,1,Cuiabá - MT,2016
2088,39402684496-0,M,Campina Grande,PB,2-Autoavaliação,2,Campina Grande - PB,2016
2089,39401670311-2,M,Imperatriz,MA,1-Mestrado/Doutorado,1,Imperatriz - MA,2016
2090,39401671090-2,M,Ciríaco,RS,1-Mestrado/Doutorado,1,Erechim - RS,2016
2091,39401682905-6,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2092,39401638064-0,M,Crato,CE,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
2093,39401665857-8,F,Formiga,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
2094,39401673176-6,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2095,39401684439-7,M,Palhoça,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2096,39401679089-5,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
2097,39401684576-7,M,Palhoça,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2098,39401681631-2,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2099,39401684345-8,M,Pinhão,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2100,39401651695-5,M,Curitiba,PR,1-Mestrado/Doutorado,1,Cuiabá - MT,2016
2101,39401684483-8,M,Brasília,DF,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2102,39401668150-6,M,Joinville,SC,1-Mestrado/Doutorado,1,Joinville - SC,2016
2103,39401671054-0,M,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa - MG,2016
2104,39401665289-9,M,Guarulhos,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2105,39401668134-0,M,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2106,39401635463-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2107,39401672071-2,M,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2108,39402680411-9,M,Inhumas,GO,2-Autoavaliação,2,Goiânia - GO,2016
2109,39401637818-1,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2110,39401650065-0,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2111,39401669271-6,M,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2112,39401670813-9,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru - SP,2016
2113,39401684873-9,M,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba - PR,2016
2114,39401640334-2,M,São Pedro do Sul,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2115,39401657477-2,M,Catuípe,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2116,39401667172-6,M,Morro Redondo,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2016
2117,39401636324-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2118,39401640210-9,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
2119,39401641181-5,M,Dourados,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2120,39401675139-6,M,Oeiras,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2121,39401652182-7,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
2122,39401668230-7,M,Guarabira,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2123,39401678665-6,M,Arequipa,PE,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2124,39401684921-5,M,Remígio,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2125,39402671858-1,M,Caxias do Sul,RS,2-Autoavaliação,2,Porto Alegre - RS,2016
2126,39401639197-9,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria - RS,2016
2127,39401666021-1,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2128,39401669420-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2129,39401677821-1,M,Charqueadas,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2130,39401641023-9,M,Cerro Corá,RN,1-Mestrado/Doutorado,1,Natal - RN,2016
2131,39401665557-6,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre - RS,2016
2132,39401635276-4,M,Ponta Porã,MS,1-Mestrado/Doutorado,1,Ponta Porã - MS,2016
2133,39401640662-9,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2134,39401643632-3,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2135,39401636682-8,M,Urânia,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2016
2136,39401640078-3,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
2137,39401663572-0,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2138,39401660124-0,M,Aparecida de Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2139,39401640724-3,M,Itacoatiara,AM,1-Mestrado/Doutorado,1,Manaus - AM,2016
2140,39401641581-4,M,Luanda,TO,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
2141,39401682774-9,M,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2142,39401638724-9,M,Marechal Deodoro,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2143,39401668297-6,M,Serra,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2144,39401657578-0,M,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá - MT,2016
2145,39401640015-4,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas - SP,2016
2146,39401637215-8,M,Coxim,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2147,39401681542-3,M,Picos,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2148,39401653619-2,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2149,39401659120-2,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos - SP,2016
2150,39401670161-9,M,Rio Largo,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2151,39401652249-1,M,Capanema,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2152,39401667832-4,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia - GO,2016
2153,39401635903-8,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2154,39401636143-9,M,Lagoa Formosa,MG,1-Mestrado/Doutorado,1,Uberlândia - MG,2016
2155,39401641427-8,M,Serra,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2156,39401657824-0,M,São Bernardo do Campo,SP,1-Mestrado/Doutorado,1,Santo André - SP,2016
2157,39402684891-9,M,Olímpia,SP,2-Autoavaliação,2,São José do Rio Preto - SP,2016
2158,39401672223-6,M,Camalaú,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2159,39401671362-0,M,São João,PE,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2160,39401667300-3,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2161,39401656872-5,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2162,39401664990-1,M,Rio Grande,RS,1-Mestrado/Doutorado,1,Pelotas - RS,2016
2163,39401658913-6,M,Andradas,MG,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2164,39401652576-8,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2165,39401683067-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo - SP,2016
2166,39401636353-1,M,Afonso Bezerra,RN,1-Mestrado/Doutorado,1,Mossoró - RN,2016
2167,39401654242-4,M,Guarabira,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
2168,39402644751-7,M,Pau dos Ferros,RN,2-Autoavaliação,2,Mossoró - RN,2016
2169,39401639483-2,M,São José dos Campos,SP,1-Mestrado/Doutorado,1,São José dos Campus - SP,2016
2170,39402685136-5,M,Altos,PI,2-Autoavaliação,2,Teresina - PI,2016
2171,39401654934-7,M,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá - CE,2016
2172,39401659104-6,M,Rosário da Limeira,MG,1-Mestrado/Doutorado,1,Viçosa - MG,2016
2173,39401684382-0,M,Nova Andradina,MS,1-Mestrado/Doutorado,1,Campo Grande - MS,2016
2174,39401682579-4,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2175,39401670825-7,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2176,39401671171-3,M,Visconde do Rio Branco,MG,1-Mestrado/Doutorado,1,Viçosa - MG,2016
2177,39401647595-0,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2178,39401683949-5,M,Salgadinho,PB,1-Mestrado/Doutorado,1,Campina Grande - PB,2016
2179,39401675365-5,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa - PB,2016
2180,39401652698-1,M,Ji-Paraná,RO,1-Mestrado/Doutorado,1,Cuiabá - MT,2016
2181,39401674721-5,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
2182,39401640566-1,M,Cusco,OU,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2183,39401682816-7,M,Arequipa,PE,1-Mestrado/Doutorado,1,Arequipa - PERU,2016
2184,39401654459-7,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória - ES,2016
2185,39401639941-6,M,Biguaçu,SC,1-Mestrado/Doutorado,1,Florianópolis - SC,2016
2186,39401636107-6,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz - MA,2016
2187,39401677114-2,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió - AL,2016
2188,39401670620-2,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina - PI,2016
2189,39401665841-0,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasilia - DF,2016
2190,39401656184-2,M,Resende Costa,MG,1-Mestrado/Doutorado,1,Lavras - MG,2016
2191,39401642200-3,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza - CE,2016
2192,39401643102-2,M,Belém,PA,1-Mestrado/Doutorado,1,Belém - PA,2016
2193,39402674597-1,M,Maceió,AL,2-Autoavaliação,2,Maceió - AL,2016
2194,39401672152-3,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto - SP,2016
2195,39401642159-7,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto - SP,2016
