,INSCRICAO,SEXO,CIDADE,ESTADO,CARGO,CÓDIGO,LOCAL DE PROVA,ANO
14233,51801397424-6,M,Sobral,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14234,51801397061-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14235,51801372214-0,M,Horizonte,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14236,51801394982-2,M,Lagoa Seca,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14237,51801394677-2,M,Patos,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14238,51801373265-8,M,Aparecida de Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14239,51801390356-9,M,Lima,OU,1-Mestrado/Doutorado,1,Lima/PERU,2019
14240,51801371585-3,M,São José de Ribamar,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2019
14241,51801356025-9,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus/AM,2019
14242,51801394293-0,M,Mossoró,RN,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14243,51801390952-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14244,51801354283-0,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14245,51801379327-0,M,Guarapari,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14246,51801353962-8,M,Camboriú,SC,1-Mestrado/Doutorado,1,Joinville/SC,2019
14247,51801395505-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14248,51801354525-2,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14249,51801391875-8,M,Rio Verde,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14250,51801366313-8,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14251,51801394914-5,F,Rio Paranaíba,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14252,51801353990-2,F,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14253,51801395539-9,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14254,51802354627-3,M,Aracati,CE,2-Autoavaliação,2,Fortaleza/CE,2019
14255,51801394802-0,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14256,51801394772-0,M,Poços de Caldas,MG,1-Mestrado/Doutorado,1,Poços de Caldas/MG,2019
14257,51801354158-8,M,Piripiri,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14258,51801355429-1,F,Adamantina,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2019
14259,51801377317-0,M,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2019
14260,51801396921-6,M,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2019
14261,51801388401-0,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14262,51801393645-1,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14263,51801354104-7,F,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14264,51801367181-7,M,São Paulo,SP,1-Mestrado/Doutorado,1,Palmas/TO,2019
14265,51801396642-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14266,51801391261-6,F,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14267,51801393849-6,F,Bambuí,MG,1-Mestrado/Doutorado,1,Lavras/MG,2019
14268,51801383830-2,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14269,51801394783-8,F,Sertãozinho,SP,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2019
14270,51801353942-1,F,São Vicente,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14271,51801377680-9,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14272,51802374784-0,M,Campinas,SP,2-Autoavaliação,2,Campinas/SP,2019
14273,51801394617-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14274,51801393976-8,F,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2019
14275,51801394792-6,M,Fortaleza,CE,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14276,51801393189-8,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14277,51801355780-2,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14278,51801354003-0,F,Senador Pompeu,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2019
14279,51801395145-8,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2019
14280,51801354704-0,M,Campo Maior,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14281,51801389553-5,M,Barretos,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14282,51801383199-0,M,Santo André,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14283,51801386327-7,F,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14284,51801354747-3,F,Navegantes,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14285,51801393196-6,F,Nova Iguaçu,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14286,51801396449-6,F,Ribeirão do Pinhal,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14287,51801365528-4,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2019
14288,51801387378-4,M,Frutal,MG,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14289,51801368128-4,F,Videira,SC,1-Mestrado/Doutorado,1,Chapecó/SC,2019
14290,51801375252-2,F,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14291,51801381525-0,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14292,51801377178-4,M,Fronteira,MG,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14293,51801354048-2,F,Regeneração,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14294,51801389367-9,F,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2019
14295,51801356843-3,F,Maringá,PR,1-Mestrado/Doutorado,1,Maringá/PR,2019
14296,51801392917-2,F,Marília,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14297,51801396583-6,F,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14298,51802354550-0,F,Rio de Janeiro,RJ,2-Autoavaliação,2,Rio de Janeiro/RJ,2019
14299,51801373397-0,F,Contagem,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14300,51801390832-9,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14301,51801383597-0,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14302,51801391169-9,F,Rubiataba,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14303,51801354208-4,F,Feira de Santana,BA,1-Mestrado/Doutorado,1,Salvador/BA,2019
14304,51801393991-4,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14305,51801395656-2,F,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2019
14306,51801365380-9,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14307,51801384828-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14308,51801391546-1,F,Niterói,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14309,51801354417-7,F,Bauru,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14310,51801384241-3,F,Rio Pomba,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2019
14311,51801395384-5,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14312,51801363548-8,M,Monsenhor Gil,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14313,51801354193-0,M,Antônio Martins,RN,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14314,51801373310-4,M,Caxias,MA,1-Mestrado/Doutorado,1,Teresina/PI,2019
14315,51801395208-2,M,Santos,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14316,51801395389-5,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14317,51801394579-5,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14318,51801397144-0,M,Niterói,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14319,51801365213-4,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14320,51801386852-8,M,Mossoró,RN,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14321,51801396866-1,M,Coxim,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14322,51801356544-1,M,Mossoró,RN,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14323,51801394864-9,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras/MG,2019
14324,51801391480-7,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14325,51801394180-4,M,Limoeiro do Norte,CE,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14326,51801373842-5,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14327,51801397103-8,M,Sete Lagoas,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14328,51801361028-2,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14329,51801394457-1,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14330,51801397440-2,M,Catalão,GO,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14331,51802394138-7,M,Mossoró,RN,2-Autoavaliação,2,Mossoró/RN,2019
14332,51801356465-0,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14333,51801354047-2,M,São Cristóvão,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2019
14334,51801396864-1,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2019
14335,51801391713-1,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14336,51801392346-3,M,Nova Lima,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14337,51801354520-2,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2019
14338,51801373996-3,M,São Bernardo do Campo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14339,51801366912-1,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14340,51801391769-2,M,Três Lagoas,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14341,51801393076-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14342,51801368673-1,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14343,51801394331-8,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2019
14344,51801364509-1,M,Guatambú,SC,1-Mestrado/Doutorado,1,Chapecó/SC,2019
14345,51801393588-7,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14346,51801394003-1,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2019
14347,51802381350-3,M,Porto Alegre,RS,2-Autoavaliação,2,Porto Alegre/RS,2019
14348,51801392014-7,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14349,51801397170-5,M,Olímpia,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14350,51801394786-8,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14351,51801391901-8,M,São Bento do Sul,SC,1-Mestrado/Doutorado,1,Joinville/SC,2019
14352,51801394966-6,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14353,51802392207-7,M,Joinville,SC,2-Autoavaliação,2,Joinville/SC,2019
14354,51801380355-3,M,Porto Velho,RO,1-Mestrado/Doutorado,1,Porto Velho/RO,2019
14355,51801397480-5,M,Camaçari,BA,1-Mestrado/Doutorado,1,Salvador/BA,2019
14356,51801389715-7,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14357,51802395480-6,M,São Paulo,SP,2-Autoavaliação,2,São Paulo/SP,2019
14358,51801390450-6,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2019
14359,51801367770-2,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14360,51801354510-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14361,51801367746-8,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2019
14362,51801393715-4,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14363,51801395298-6,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14364,51801363280-9,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14365,51801393552-2,M,Frederico Westphalen,RS,1-Mestrado/Doutorado,1,Chapecó/SC,2019
14366,51801377177-4,M,Frutal,MG,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14367,51801367264-8,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14368,51801354276-1,M,Contagem,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14369,51801395185-0,M,Araçatuba,SP,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14370,51801354995-9,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14371,51801397399-6,M,Coxim,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14372,51801353949-1,M,Dourados,MS,1-Mestrado/Doutorado,1,Ponta Porã/MS,2019
14373,51801354541-9,M,Pato Branco,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14374,51801391158-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14375,51801397461-9,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2019
14376,51801353930-3,M,Monte Carmelo,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14377,51801396569-0,F,Russas,CE,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14378,51801394956-8,F,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14379,51801394029-8,F,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2019
14380,51801354539-0,M,Juazeiro do Norte,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14381,51801392543-8,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14382,51801380070-8,M,Patos,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14383,51801367679-5,M,São Bernardo do Campo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14384,51801378891-8,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14385,51801396829-9,F,Ibiá,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14386,51801365603-5,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14387,51801394234-0,F,Macapá,AP,1-Mestrado/Doutorado,1,Belém/PA,2019
14388,51801371110-7,M,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2019
14389,51801376733-9,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14390,51801395482-2,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14391,51802373638-6,M,São Carlos,SP,2-Autoavaliação,2,São Carlos/SP,2019
14392,51801395896-0,M,Nova Iguaçu,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14393,51802394829-0,M,Belém,PA,2-Autoavaliação,2,Belém/PA,2019
14394,51801391634-0,M,Alagoa Nova,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14395,51801354342-4,M,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14396,51801396980-5,M,Montes Claros,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14397,51801354766-0,M,Várzea Grande,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2019
14398,51801368179-5,M,Niterói,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14399,51801388650-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14400,51801367163-0,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14401,51801355274-8,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14402,51801387940-3,M,Palmas,TO,1-Mestrado/Doutorado,1,Palmas/TO,2019
14403,51801378096-0,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14404,51801394670-2,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14405,51801397216-3,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14406,51801392007-9,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14407,51801388676-2,M,LIMA,OU,1-Mestrado/Doutorado,1,Lima/PERU,2019
14408,51801391738-8,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14409,51801388313-1,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14410,51801374672-1,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14411,51801396201-9,F,Guarulhos,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14412,51801393620-5,F,Itapipoca,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14413,51801396960-9,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14414,51801395186-0,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14415,51801393270-7,M,São José dos Pinhais,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2019
14416,51801354615-1,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14417,51801391790-7,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2019
14418,51801381438-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14419,51801364761-5,M,Itapema,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14420,51801358884-9,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14421,51801386608-2,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14422,51801389417-5,M,São Manuel,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14423,51801394143-1,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2019
14424,51801391793-7,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14425,51801393110-0,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14426,51801395157-6,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2019
14427,51801397315-0,M,Contagem,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14428,51801394387-9,M,Fernandópolis,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14429,51801389468-6,M,Ibiporã,PR,1-Mestrado/Doutorado,1,Londrina/PR,2019
14430,51801388715-0,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14431,51801378262-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14432,51801395490-0,M,Iraí de Minas,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14433,51801395074-5,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2019
14434,51801393926-7,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14435,51801390570-0,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2019
14436,51801354156-8,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14437,51801354402-9,M,Marília,SP,1-Mestrado/Doutorado,1,Bauru/SP,2019
14438,51801395255-3,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2019
14439,51801395415-5,M,Aracati,CE,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14440,51801353956-0,M,Guarulhos,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14441,51801393578-9,M,Alvorada,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2019
14442,51801353974-6,M,Barretos,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14443,51801389822-2,M,Ipatinga,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14444,51801373382-1,M,Contagem,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14445,51801394484-6,M,Uberaba,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2019
14446,51801392008-9,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14447,51801365502-8,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14448,51801354018-8,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2019
14449,51801392028-5,M,Rio Claro,SP,1-Mestrado/Doutorado,1,Campinas/SP,2019
14450,51801392044-1,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2019
14451,51801362991-1,M,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2019
14452,51801395042-0,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14453,51801394159-0,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2019
14454,51801391364-3,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2019
14455,51801374346-5,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14456,51801392050-0,M,Natal,RN,1-Mestrado/Doutorado,1,Natal/RN,2019
14457,51801376241-0,M,Caucaia,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
14458,51801394916-5,M,Leme,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14459,51802390625-0,M,Trindade,GO,2-Autoavaliação,2,Goiânia/GO,2019
14460,51801354299-8,M,Tupã,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2019
14461,51802394996-4,M,Porto Alegre,RS,2-Autoavaliação,2,Porto Alegre/RS,2019
14462,51801388996-0,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14463,51801386613-0,M,Andradina,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2019
14464,51801390374-5,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasília/DF,2019
14465,51801365579-5,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14466,51801365478-8,F,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2019
14467,51801369953-3,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2019
14468,51801354631-8,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14469,51801393525-8,F,Guarulhos,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14470,51801391980-3,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14471,51801389735-3,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió/AL,2019
14472,51801390372-5,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14473,51801354023-6,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2019
14474,51801394526-4,M,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2019
14475,51802393781-5,M,Cuiabá,MT,2-Autoavaliação,2,Cuiabá/MT,2019
14476,51801354128-3,M,Paraíso do Norte,PR,1-Mestrado/Doutorado,1,Maringá/PR,2019
14477,51801388449-3,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2019
14478,51801386429-4,M,Hortolândia,SP,1-Mestrado/Doutorado,1,Campinas/SP,2019
14479,51801354081-5,F,Serra,ES,1-Mestrado/Doutorado,1,Vitória/ES,2019
14480,51802394746-9,M,Goiânia,GO,2-Autoavaliação,2,Goiânia/GO,2019
14481,51801395687-7,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2019
14482,51801393539-6,M,Apodi,RN,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14483,51801393046-8,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14484,51801397430-4,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14485,51801362641-9,M,Lima,OU,1-Mestrado/Doutorado,1,Lima/PERU,2019
14486,51801354002-0,F,Florestal,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14487,51801390483-0,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14488,51801387232-4,F,Santarém,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14489,51801395251-3,F,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2019
14490,51801393472-1,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió/AL,2019
14491,51801371980-2,M,Sangarará-Acomayo-Cusco,OU,1-Mestrado/Doutorado,1,Arequipa/PERU,2019
14492,51801394417-9,M,Bagé,RS,1-Mestrado/Doutorado,1,Bagé/RS,2019
14493,51801354693-7,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2019
14494,51801376016-1,F,Janaúba,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14495,51802394014-3,M,Campo Grande,MS,2-Autoavaliação,2,Campo Grande/MS,2019
14496,51801392107-6,M,Álvares Machado,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2019
14497,51801387676-6,M,Craíbas,AL,1-Mestrado/Doutorado,1,Maceió/AL,2019
14498,51801369416-4,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2019
14499,51801367870-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2019
14500,51801394509-8,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2019
14501,51801391662-5,M,São João Del Rei,MG,1-Mestrado/Doutorado,1,Lavras/MG,2019
14502,51801394925-3,M,Patos,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14503,51801375083-2,M,Bela Vista de Minas,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2019
14504,51801391153-0,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14505,51801381342-1,M,Puxinanã,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2019
14506,51801394403-0,M,Cajati,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2019
14507,51801381605-0,F,Castanhal,PA,1-Mestrado/Doutorado,1,Belém/PA,2019
14508,51801394473-8,M,Aracati,CE,1-Mestrado/Doutorado,1,Mossoró/RN,2019
14509,51801394433-5,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2019
14510,51801393001-5,M,Itaiçaba,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2019
